"","census2019","covid.19.deaths","urban.rural.description","series_complete_pop_pct"
"2749",22573,NA,"Micropolitan",46.1
"2750",81948,411,"Small central metro",43.2
"2751",26586,NA,"Micropolitan",47.2
"2752",21566,NA,"Medium central metro",56.5
"2753",8062,NA,"Rural",43.4
"2754",43616,156,"Micropolitan",49.4
"2755",30104,NA,"Micropolitan",48.4
"2756",17631,NA,"Micropolitan",37.1
"2757",136215,138,"Large central metro",44.6
"2758",152882,NA,"Large central metro",59
"2759",6422,NA,"Rural",55.5
"2760",11159,NA,"Large central metro",35.4
"2761",40595,202,"Micropolitan",43.8
"2762",40164,117,"Large central metro",37
"2763",391911,2518,"Medium central metro",58.5
"2764",53740,276,"Medium central metro",57.7
"2765",18015,NA,"Micropolitan",45.5
"2766",37383,NA,"Micropolitan",47.8
"2767",28684,135,"Micropolitan",39.3
"2768",68280,155,"Large central metro",67.6
"2769",17958,NA,"Micropolitan",40.9
"2770",24994,NA,"Micropolitan",50.6
"2771",122437,268,"Medium central metro",50.7
"2772",10281,NA,"Micropolitan",48.2
"2773",7881,NA,"Rural",39.1
"2774",127827,1103,"Medium central metro",49.9
"2775",17007,NA,"Micropolitan",45.8
"2776",17442,NA,"Micropolitan",39
"2777",12506,NA,"Rural",36.5
"2778",38682,177,"Micropolitan",49.1
"2779",16545,NA,"Rural",41.9
"2780",239187,906,"Medium central metro",55.9
"2781",78753,408,"Micropolitan",44.4
"2782",6320,NA,"Rural",56.6
"2783",21341,NA,"Micropolitan",48.9
"2784",159428,331,"Large central metro",63.5
"2785",16762,NA,"Medium central metro",68.9
"2786",6478,NA,"Micropolitan",37
"2787",47266,367,"Small central metro",50.6
"2788",244835,471,"Large central metro",53.1
"2789",17370,NA,"Large central metro",36.1
"2790",5538,NA,"Micropolitan",33.9
"2791",40044,353,"Micropolitan",33.8
"2792",5346,NA,"Micropolitan",33.1
"2793",24019,NA,"Large central metro",67.8
"2794",14617,NA,"Large central metro",55.7
"2795",7967,NA,"Micropolitan",38.5
"2796",29036,394,"Large central metro",40.2
"2797",6347,125,"Micropolitan",37.4
"2798",134510,322,"Large central metro",61.8
"2799",53016,NA,"Small central metro",37.9
"2800",22529,192,"Large central metro",31.4
"2801",7446,NA,"Micropolitan",39.4
"2802",82168,904,"Medium central metro",30.6
"2803",41085,298,"Large central metro",48.2
"2804",17478,NA,"Large central metro",44.1
"2805",12554,319,"Micropolitan",39.3
"2806",179225,615,"Large central metro",52.2
"2807",242742,853,"Large central metro",71.3
"2808",3981,NA,"Micropolitan",31.2
"2809",31346,386,"Large central metro",35
"2810",12271,NA,"Large central metro",43.7
"2811",94398,379,"Large central metro",50.2
"2812",18249,NA,"Small central metro",34.9
"2813",230436,910,"Large central metro",42.5
"2814",99143,934,"Medium central metro",41.1
"2815",25301,412,"Medium central metro",46.7
"2816",24932,NA,"Small central metro",46.7
"2817",92108,463,"Large central metro",53.6
"2818",449974,753,"Large central metro",62.9
"2819",22630,NA,"Small central metro",43.1
"2820",14954,NA,"Large central metro",39.8
"2821",28078,660,"Small central metro",42.9
"2822",19983,NA,"Micropolitan",60.4
"2823",22582,NA,"Small central metro",41.7
"2824",204390,714,"Medium central metro",56.8
"2825",77200,327,"Small central metro",70.7
"2826",77331,146,"Micropolitan",68.6
"2827",488241,963,"Large central metro",65
"2828",3985,NA,"Small central metro",46.3
"2829",110593,332,"Small central metro",59.1
"2830",43429,NA,"Small central metro",61.9
"2831",7627,NA,"Rural",56.5
"2832",95222,148,"Medium central metro",53.1
"2833",2225,NA,"Rural",39.2
"2834",97733,162,"Micropolitan",57.4
"2835",75061,156,"Micropolitan",61.3
"2836",85141,NA,"Micropolitan",76.6
"2837",32221,NA,"Micropolitan",76.9
"2838",2252782,3253,"Large central metro",81.2
"2839",271473,350,"Medium central metro",70.2
"2840",47935,NA,"Micropolitan",54.1
"2841",22425,NA,"Micropolitan",47.6
"2842",80707,175,"Micropolitan",51.6
"2843",10939,NA,"Rural",58
"2844",66768,NA,"Micropolitan",61.3
"2845",42243,NA,"Micropolitan",67.7
"2846",22471,NA,"Micropolitan",59.7
"2847",13724,NA,"Medium central metro",40.9
"2848",904980,1857,"Large central metro",65.8
"2849",17582,NA,"Rural",82
"2850",129205,269,"Small central metro",67.4
"2851",12083,NA,"Large central metro",38.8
"2852",822083,1005,"Large central metro",70.9
"2853",522798,1720,"Medium central metro",61.6
"2854",45723,102,"Medium central metro",39.4
"2855",290536,605,"Medium central metro",69.5
"2856",4488,NA,"Rural",49.1
"2857",60760,174,"Small central metro",63.7
"2858",229247,441,"Small central metro",72
"2859",50104,NA,"Micropolitan",47
"2860",250873,795,"Small central metro",62.7
"2861",16441,NA,"Micropolitan",49.7
"2862",119171,340,"Medium central metro",55.1
"2863",21457,NA,"Small central metro",47.7
"2864",13957,NA,"Rural",45
"2865",21939,233,"Small central metro",50.4
"2866",91945,840,"Medium central metro",60.5
"2867",7109,NA,"Rural",34.7
"2868",8508,NA,"Small central metro",56.2
"2869",8448,NA,"Rural",59.8
"2870",42406,115,"Small central metro",55.9
"2871",7823,NA,"Micropolitan",60.6
"2872",11568,NA,"Micropolitan",45
"2873",34662,188,"Micropolitan",55.1
"2874",23175,NA,"Small central metro",46.2
"2875",28810,NA,"Small central metro",66.6
"2876",13776,NA,"Micropolitan",55.7
"2877",67256,401,"Micropolitan",52.4
"2878",28576,NA,"Micropolitan",52.4
"2879",57146,138,"Large central metro",63.6
"2880",178124,1159,"Small central metro",65.6
"2881",15907,NA,"Micropolitan",57.8
"2882",20409,NA,"Medium central metro",50.8
"2883",32019,178,"Micropolitan",56.4
"2884",17624,NA,"Micropolitan",52.1
"2885",56072,NA,"Micropolitan",57.1
"2886",30531,142,"Small central metro",45.1
"2887",26516,NA,"Micropolitan",49.9
"2888",58758,289,"Micropolitan",53.8
"2889",26868,NA,"Small central metro",51.4
"2890",23424,NA,"Micropolitan",40.5
"2891",105612,950,"Small central metro",58.8
"2892",13275,NA,"Rural",48.9
"2893",17884,NA,"Rural",40.5
"2894",24496,NA,"Micropolitan",52.8
"2895",41411,486,"Small central metro",66.5
"2896",6969,NA,"Rural",58.8
"2897",7460,NA,"Micropolitan",52.4
"2898",8247,NA,"Rural",52.8
"2899",33432,NA,"Small central metro",56.1
"2900",56450,137,"Medium central metro",58.3
"2901",73361,582,"Small central metro",54.1
"2902",28695,133,"Micropolitan",54.7
"2903",9554,NA,"Rural",49.5
"2904",13688,NA,"Micropolitan",48.2
"2905",12573,NA,"Micropolitan",63.4
"2906",16695,NA,"Micropolitan",47.4
"2907",6839,NA,"Rural",60.8
"2908",8591,NA,"Rural",42.2
"2909",24176,NA,"Micropolitan",50.3
"2910",39402,NA,"Medium central metro",54.3
"2911",8114,NA,"Rural",47.7
"2912",15065,NA,"Micropolitan",57.3
"2913",5821,NA,"Small central metro",48.5
"2914",83518,439,"Small central metro",59
"2915",20394,NA,"Micropolitan",52.5
"2916",20220,NA,"Rural",57
"2917",15562,NA,"Micropolitan",71.9
"2918",45244,127,"Micropolitan",53.6
"2919",15036,NA,"Rural",82.2
"2920",264542,957,"Medium central metro",65.3
"2921",13031,NA,"Rural",50.3
"2922",15414,NA,"Rural",57.4
"2923",50089,NA,"Small central metro",56.4
"2924",64658,119,"Small central metro",57
"2925",34774,NA,"Micropolitan",37.7
"2926",57532,130,"Medium central metro",67.3
"2927",16131,NA,"Micropolitan",58.5
"2928",546695,1078,"Medium central metro",83
"2929",87839,320,"Micropolitan",52.4
"2930",27668,NA,"Micropolitan",78.6
"2931",43150,NA,"Medium central metro",44.6
"2932",45368,NA,"Micropolitan",49.4
"2933",104646,432,"Small central metro",62
"2934",4295,NA,"Rural",54.7
"2935",103403,322,"Small central metro",55.9
"2936",9004,NA,"Rural",60.9
"2937",51439,101,"Micropolitan",55.2
"2938",36960,NA,"Medium central metro",64.2
"2939",18913,NA,"Micropolitan",56.1
"2940",23678,NA,"Medium central metro",69
"2941",5687,NA,"Rural",66.7
"2942",20643,NA,"Micropolitan",50.2
"2943",84769,147,"Micropolitan",57.7
"2944",26687,NA,"Micropolitan",53.7
"2945",169561,803,"Large central metro",60.6
"2946",20434,NA,"Medium central metro",52.3
"2947",118016,509,"Small central metro",69.1
"2948",16665,NA,"Rural",60.5
"2949",19189,NA,"Micropolitan",54
"2950",27593,107,"Micropolitan",55.6
"2951",78981,168,"Micropolitan",60.9
"2952",135692,700,"Small central metro",60.4
"2953",40350,136,"Micropolitan",53.1
"2954",15574,NA,"Rural",53.6
"2955",4556,NA,"Rural",80.7
"2956",945726,2748,"Large central metro",64.7
"2957",46253,NA,"Micropolitan",54.4
"2958",37930,NA,"Medium central metro",53.3
"2959",35595,187,"Micropolitan",65.5
"2960",187885,663,"Small central metro",64.5
"2961",89221,350,"Large central metro",71.9
"2962",7287,NA,"Rural",49.8
"2963",42754,NA,"Large central metro",44.2
"2964",43783,114,"Micropolitan",51.1
"2965",70772,134,"Micropolitan",62.6
"2966",13351,NA,"Rural",62.4
"2967",196311,628,"Small central metro",61
"2968",17252,NA,"Micropolitan",58.9
"2969",163354,455,"Small central metro",69.4
"2970",14178,NA,"Micropolitan",41.3
"2971",90687,106,"Large central metro",50.5
"2972",64442,148,"Micropolitan",63.8
"2973",16558,NA,"Micropolitan",60.2
"2974",40899,108,"Micropolitan",53.8
"2975",115340,373,"Small central metro",62.6
"2976",20343,NA,"Micropolitan",35.6
"2977",29649,NA,"Micropolitan",66.3
"2978",30822,NA,"Micropolitan",55.3
"2979",22195,NA,"Rural",66.1
"2980",103868,203,"Micropolitan",54.4
"2981",15720,NA,"Micropolitan",63.3
"2982",136034,254,"Large central metro",57.9
"2983",404198,1272,"Large central metro",70.2
"2984",50990,174,"Micropolitan",54.6
"2985",24443,NA,"Micropolitan",45.1
"2986",171907,487,"Small central metro",61.6
"2987",72999,476,"Micropolitan",61.9
"2988",38880,NA,"Micropolitan",56.5
"2989",11790,NA,"Rural",39.7
"2990",46341,139,"Micropolitan",31.1
"2991",14800,NA,"Micropolitan",46.4
"2992",13822,NA,"Micropolitan",34.4
"2993",7584,NA,"Rural",30.9
"2994",39261,109,"Micropolitan",62.4
"2995",13211,NA,"Micropolitan",40.4
"2996",4413,NA,"Micropolitan",50
"2997",8445,NA,"Micropolitan",43.6
"2998",99500,355,"Small central metro",56.7
"2999",19830,NA,"Micropolitan",43.9
"3000",79858,458,"Small central metro",46.5
"3001",2356,NA,"Rural",31.6
"3002",29194,121,"Micropolitan",46.4
"3003",8393,NA,"Micropolitan",41.4
"3004",30485,NA,"Micropolitan",53.1
"3005",9831,NA,"Rural",37.3
"3006",42343,113,"Micropolitan",50.2
"3007",23464,NA,"Micropolitan",92.9
"3008",20226,NA,"Micropolitan",51.5
"3009",7805,NA,"Micropolitan",43.9
"3010",6927,NA,"Micropolitan",38
"3011",1671329,2508,"Large central metro",82.2
"3012",1129,NA,"Rural",NA
"3013",39752,103,"Micropolitan",53.4
"3014",219186,750,"Small central metro",53.8
"3015",45905,NA,"Micropolitan",54.7
"3016",21547,NA,"Micropolitan",60.9
"3017",1153526,1642,"Large central metro",81.8
"3018",27812,NA,"Micropolitan",43.5
"3019",192843,236,"Large central metro",62.7
"3020",999101,3215,"Medium central metro",61.3
"3021",28393,NA,"Micropolitan",55.5
"3022",135558,211,"Micropolitan",66
"3023",181215,863,"Small central metro",93.2
"3024",18039,NA,"Micropolitan",NA
"3025",900202,2657,"Medium central metro",53.8
"3026",152940,575,"Small central metro",50.5
"3027",64386,112,"Micropolitan",59.4
"3028",30573,NA,"Micropolitan",37.8
"3029",10039107,32323,"Large central metro",72.2
"3030",157327,384,"Small central metro",54.2
"3031",258826,352,"Large central metro",88.7
"3032",17203,NA,"Rural",NA
"3033",86749,145,"Micropolitan",67.7
"3034",277680,586,"Medium central metro",50.6
"3035",8841,NA,"Micropolitan",NA
"3036",14444,NA,"Micropolitan",NA
"3037",434061,791,"Medium central metro",72.8
"3038",137744,197,"Small central metro",78
"3039",99755,179,"Micropolitan",64
"3040",3175692,8746,"Large central metro",71.8
"3041",398329,1198,"Large central metro",67.7
"3042",18807,NA,"Micropolitan",NA
"3043",2470546,8393,"Large central metro",59.1
"3044",1552058,3709,"Large central metro",67.8
"3045",62808,NA,"Large central metro",67
"3046",2180085,8790,"Large central metro",58
"3047",3338330,7601,"Large central metro",76.2
"3048",881549,1061,"Large central metro",83.6
"3049",762148,2494,"Medium central metro",59.1
"3050",283111,489,"Medium central metro",60.7
"3051",766573,936,"Large central metro",83.9
"3052",446499,930,"Medium central metro",71.1
"3053",1927852,3124,"Large central metro",86.2
"3054",273213,424,"Medium central metro",78.6
"3055",180080,804,"Small central metro",50
"3056",3005,NA,"Rural",NA
"3057",43539,110,"Micropolitan",53.9
"3058",447643,878,"Medium central metro",68.2
"3059",494336,784,"Medium central metro",78.2
"3060",550660,2652,"Medium central metro",54.3
"3061",96971,NA,"Small central metro",61.3
"3062",65084,195,"Micropolitan",42.9
"3063",12285,NA,"Rural",NA
"3064",466195,1556,"Medium central metro",54.3
"3065",54478,222,"Micropolitan",56.7
"3066",846006,1811,"Medium central metro",72.2
"3067",220500,314,"Large central metro",70.3
"3068",78668,312,"Small central metro",54.9
"3069",168489,NA,"Micropolitan",62.2
"3070",17363,NA,"Micropolitan",77
"3071",36694,NA,"Medium central metro",76.9
"3072",50265,NA,"Medium central metro",80.6
"3073",24814,NA,"Large central metro",79
"3074",22108,NA,"Large central metro",91.7
"3075",26161,NA,"Medium central metro",76.3
"3076",81966,NA,"Small central metro",81.8
"3077",17238,NA,"Small central metro",76.1
"3078",23727,NA,"Large central metro",76.7
"3079",27725,NA,"Large central metro",81.9
"3080",169269,NA,"Large central metro",91.6
"3081",47515,NA,"Small central metro",74
"3082",124606,NA,"Large central metro",83.5
"3083",30504,NA,"Small central metro",79.4
"3084",44674,NA,"Large central metro",77.9
"3085",146984,NA,"Large central metro",82.1
"3086",23121,NA,"Large central metro",74.6
"3087",42409,NA,"Large central metro",84.9
"3088",10904,NA,"Large central metro",77.8
"3089",15808,NA,"Large central metro",83.8
"3090",38307,NA,"Large central metro",79.4
"3091",38336,NA,"Micropolitan",72.8
"3092",18648,NA,"Large central metro",74.3
"3093",32293,NA,"Large central metro",82.4
"3094",1714,NA,"Rural",95
"3095",36141,NA,"Large central metro",80.4
"3096",29454,NA,"Large central metro",79.2
"3097",11317,NA,"Large central metro",89.8
"3098",15383,NA,"Medium central metro",73.9
"3099",39465,NA,"Small central metro",73.2
"3100",17623,NA,"Medium central metro",82.2
"3101",83728,NA,"Large central metro",91.1
"3102",47093,NA,"Large central metro",71
"3103",39218,NA,"Small central metro",69.4
"3104",15518,NA,"Small central metro",80.9
"3105",50653,NA,"Large central metro",79.8
"3106",40423,NA,"Medium central metro",76.6
"3107",13891,NA,"Micropolitan",81.7
"3108",44679,NA,"Medium central metro",75.7
"3109",38155,NA,"Large central metro",77.3
"3110",22010,NA,"Small central metro",78.8
"3111",24276,NA,"Medium central metro",94.7
"3112",7927,NA,"Micropolitan",87.3
"3113",37007,NA,"Large central metro",73.9
"3114",24553,NA,"Large central metro",60.4
"3115",17665,NA,"Large central metro",71.7
"3116",37287,NA,"Large central metro",83.5
"3117",5430,NA,"Micropolitan",71.4
"3118",10321,NA,"Large central metro",77.4
"3119",71530,NA,"Small central metro",81.7
"3120",34891,NA,"Medium central metro",84.1
"3121",30335,NA,"Large central metro",74.9
"3122",25761,NA,"Large central metro",63.3
"3123",27349,NA,"Large central metro",84.4
"3124",20220,NA,"Large central metro",85.4
"3125",16211,NA,"Small central metro",81
"3126",19249,NA,"Medium central metro",85
"3127",131881,NA,"Medium central metro",88.1
"3128",22918,NA,"Small central metro",84.9
"3129",13656,NA,"Medium central metro",77.1
"3130",48025,NA,"Large central metro",73.6
"3131",21712,NA,"Small central metro",84.5
"3132",27128,NA,"Micropolitan",76.2
"3133",30227,NA,"Small central metro",78.8
"3134",318441,NA,"Large central metro",84.4
"3135",35989,NA,"Large central metro",81
"3136",35528,NA,"Medium central metro",86.8
"3137",21209,NA,"Micropolitan",73.9
"3138",72025,NA,"Large central metro",69.7
"3139",74271,NA,"Large central metro",78.3
"3140",63674,NA,"Large central metro",75.4
"3141",27395,NA,"Medium central metro",75.6
"3142",36061,NA,"Large central metro",70.4
"3143",50023,NA,"Large central metro",84.8
"3144",8386,NA,"Micropolitan",86.3
"3145",21372,NA,"Medium central metro",90.6
"3146",32282,NA,"Large central metro",76
"3147",33575,NA,"Medium central metro",87.6
"3148",NA,NA,"Micropolitan",NA
"3149",NA,NA,"Micropolitan",NA
"3150",NA,NA,"Micropolitan",NA
"3151",517421,1726,"Large central metro",68.4
"3152",16233,NA,"Micropolitan",56.5
"3153",656590,1517,"Large central metro",68.4
"3154",14029,NA,"Micropolitan",57.6
"3155",3581,NA,"Rural",39.4
"3156",5577,NA,"Micropolitan",26.9
"3157",326196,788,"Medium central metro",78.6
"3158",70465,NA,"Large central metro",80.8
"3159",20356,NA,"Micropolitan",64.2
"3160",1831,NA,"Rural",33.2
"3161",9700,NA,"Large central metro",49.2
"3162",8205,NA,"Rural",49.5
"3163",3887,NA,"Rural",60.4
"3164",6061,NA,"Rural",21.8
"3165",5068,NA,"Rural",48.8
"3166",31162,131,"Micropolitan",47.9
"3167",727211,1505,"Large central metro",76
"3168",2055,NA,"Rural",42.1
"3169",351154,667,"Large central metro",73.6
"3170",55127,NA,"Micropolitan",82.4
"3171",26729,NA,"Large central metro",37.7
"3172",720403,2265,"Medium central metro",64.7
"3173",47839,152,"Micropolitan",44.5
"3174",60061,NA,"Micropolitan",64.7
"3175",6243,NA,"Large central metro",58.2
"3176",15734,NA,"Micropolitan",63.3
"3177",17462,NA,"Micropolitan",69.4
"3178",820,NA,"Rural",64.3
"3179",6897,NA,"Micropolitan",54.3
"3180",1392,NA,"Rural",45.8
"3181",582881,1566,"Large central metro",77.6
"3182",1406,NA,"Rural",37.6
"3183",7097,NA,"Micropolitan",39.1
"3184",8127,NA,"Micropolitan",59.9
"3185",56221,149,"Micropolitan",70.7
"3186",356899,846,"Medium central metro",68.2
"3187",14506,NA,"Micropolitan",61.7
"3188",5701,NA,"Rural",36.2
"3189",22409,NA,"Micropolitan",38.2
"3190",154210,780,"Small central metro",50
"3191",769,NA,"Rural",83
"3192",13283,NA,"Micropolitan",43.5
"3193",26183,NA,"Micropolitan",69.2
"3194",42758,187,"Micropolitan",49.2
"3195",29068,NA,"Micropolitan",48.5
"3196",18278,NA,"Micropolitan",49.4
"3197",4952,NA,"Rural",66
"3198",18845,NA,"Large central metro",47.6
"3199",4265,NA,"Rural",52.4
"3200",17767,NA,"Micropolitan",83.2
"3201",12172,NA,"Micropolitan",43.1
"3202",168424,923,"Small central metro",56.9
"3203",6324,NA,"Rural",38.6
"3204",11267,NA,"Micropolitan",63.4
"3205",25638,NA,"Micropolitan",75.8
"3206",6824,NA,"Rural",35.9
"3207",728,NA,"Rural",94.8
"3208",8179,NA,"Rural",83.4
"3209",2248,NA,"Rural",52.5
"3210",31011,NA,"Micropolitan",84.9
"3211",25388,NA,"Medium central metro",54.2
"3212",4908,NA,"Rural",31
"3213",324492,660,"Medium central metro",61.4
"3214",10019,NA,"Micropolitan",44.1
"3215",943332,3144,"Medium central metro",81.9
"3216",891720,3783,"Large central metro",76
"3217",180333,375,"Micropolitan",75.8
"3218",162436,556,"Large central metro",83.6
"3219",854757,3319,"Medium central metro",78.1
"3220",265206,744,"Medium central metro",79.6
"3221",150721,143,"Large central metro",67.2
"3222",116782,238,"Medium central metro",64.3
